,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location.latitude,location.longitude,location.human_address,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,closed_date,resolution_description,resolution_action_updated_date,address_type,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
44,50052255,2021-03-19T00:35:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11205,156 SPENCER STREET,SPENCER STREET,MYRTLE AVENUE,WILLOUGHBY AVENUE,MYRTLE AVENUE,WILLOUGHBY AVENUE,BROOKLYN,SPENCER STREET,Closed,03 BROOKLYN,3017500024,BROOKLYN,996718,192065,MOBILE,Unspecified,BROOKLYN,40.69384205,-73.95503891,40.69384205,-73.95503891,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17212,69,2,38,51,2021-03-19T00:58:13.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T04:58:15.000,NA,NA,NA,NA,NA,NA
45,50047418,2021-03-19T00:35:00.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,75 WEST MOSHOLU PARKWAY NORTH,WEST MOSHOLU PARKWAY NORTH,GATES PLACE,WEST GUN HILL ROAD,GATES PLACE,WEST GUN HILL ROAD,BRONX,WEST MOSHOLU PARKWAY NORTH,Closed,07 BRONX,2033240011,BRONX,1016019,260954,ONLINE,Unspecified,BRONX,40.8828754,-73.88511144,40.8828754,-73.88511144,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11605,24,5,40,34,2021-03-19T00:38:14.000,The Police Department responded to the complaint and determined that police action was not necessary.,2021-03-19T04:38:15.000,NA,NA,NA,NA,NA,NA
46,50052879,2021-03-19T00:34:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,71 1 AVENUE,1 AVENUE,EAST    4 STREET,EAST    5 STREET,EAST    4 STREET,EAST    5 STREET,NEW YORK,1 AVENUE,In Progress,03 MANHATTAN,1004460034,MANHATTAN,987889,203574,ONLINE,Unspecified,MANHATTAN,40.72543956,-73.98687111,40.72543956,-73.98687111,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11724,70,4,50,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,50046741,2021-03-19T00:34:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1961 74 STREET,74 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,BROOKLYN,74 STREET,In Progress,11 BROOKLYN,3062060050,BROOKLYN,986454,162249,ONLINE,Unspecified,BROOKLYN,40.61201214,-73.99206186,40.61201214,-73.99206186,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",16867,1,2,45,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,50051241,2021-03-19T00:34:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10454,578 EAST  141 STREET,EAST  141 STREET,ST ANNS AVENUE,CRIMMINS AVENUE,ST ANNS AVENUE,CRIMMINS AVENUE,BRONX,EAST  141 STREET,In Progress,01 BRONX,2025530009,BRONX,1007607,233863,ONLINE,Unspecified,BRONX,40.80854488,-73.91562671,40.80854488,-73.91562671,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",10932,49,5,35,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,50051315,2021-03-19T00:34:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10040,564 WEST  188 STREET,WEST  188 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,NEW YORK,WEST  188 STREET,In Progress,12 MANHATTAN,1021580007,MANHATTAN,1003692,250178,ONLINE,Unspecified,MANHATTAN,40.85333434,-73.92972171,40.85333434,-73.92972171,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13098,47,4,39,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,50052596,2021-03-19T00:34:19.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11368,96-10 57 AVENUE,57 AVENUE,96 STREET,97 STREET,96 STREET,97 STREET,CORONA,57 AVENUE,In Progress,04 QUEENS,4019180052,QUEENS,1021778,207811,ONLINE,Unspecified,QUEENS,40.73699021,-73.86458188,40.73699021,-73.86458188,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14510,66,3,21,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,50048010,2021-03-19T00:33:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10468,2471 GRAND AVENUE,GRAND AVENUE,WEST FORDHAM ROAD,WEST  188 STREET,WEST FORDHAM ROAD,WEST  188 STREET,BRONX,GRAND AVENUE,Closed,07 BRONX,2032130033,BRONX,1011143,253882,MOBILE,Unspecified,BRONX,40.86348115,-73.90277325,40.86348115,-73.90277325,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11606,24,5,29,34,2021-03-19T00:37:40.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2021-03-19T04:37:44.000,NA,NA,NA,NA,NA,NA
52,50047720,2021-03-19T00:33:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11379,73-24 68 ROAD,68 ROAD,73 PLACE,75 STREET,73 PLACE,75 STREET,MIDDLE VILLAGE,68 ROAD,In Progress,05 QUEENS,4037850014,QUEENS,1017993,197925,ONLINE,Unspecified,QUEENS,40.70987081,-73.87828943,40.70987081,-73.87828943,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",15309,54,3,34,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,50048992,2021-03-19T00:32:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10451,328 EAST  145 STREET,EAST  145 STREET,COLLEGE AVENUE,3 AVENUE,COLLEGE AVENUE,3 AVENUE,BRONX,EAST  145 STREET,Closed,01 BRONX,2023240001,BRONX,1006020,235964,PHONE,Unspecified,BRONX,40.81431559,-73.92135267,40.81431559,-73.92135267,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",10929,49,5,35,23,2021-03-19T00:42:22.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T04:42:24.000,NA,NA,NA,NA,NA,NA
54,50050214,2021-03-19T00:30:18.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11106,31-32 29 STREET,29 STREET,31 AVENUE,BROADWAY,31 AVENUE,BROADWAY,ASTORIA,29 STREET,In Progress,01 QUEENS,4005790072,QUEENS,1004805,217705,ONLINE,Unspecified,QUEENS,40.76420247,-73.92579791,40.76420247,-73.92579791,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",16863,39,3,4,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,50052185,2021-03-19T00:30:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10001,120 WEST   25 STREET,WEST   25 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,NEW YORK,WEST   25 STREET,Closed,04 MANHATTAN,1008000053,MANHATTAN,986271,210529,ONLINE,Unspecified,MANHATTAN,40.74452984,-73.99270649,40.74452984,-73.99270649,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11722,12,4,10,7,2021-03-19T00:56:17.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T04:56:20.000,NA,NA,NA,NA,NA,NA
56,50053303,2021-03-19T00:30:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11692,57-15 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,BEACH   56 PLACE,BEACH   59 STREET,BEACH   56 PLACE,BEACH   59 STREET,ARVERNE,SHORE FRONT PARKWAY,In Progress,14 QUEENS,4159260001,QUEENS,1043134,155072,ONLINE,Unspecified,QUEENS,40.59211741,-73.78798056,40.59211741,-73.78798056,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",20530,51,3,47,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,50052245,2021-03-19T00:29:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10454,600 EAST  137 STREET,EAST  137 STREET,ST ANNS AVENUE,CYPRESS AVENUE,ST ANNS AVENUE,CYPRESS AVENUE,BRONX,EAST  137 STREET,Closed,01 BRONX,2025480001,BRONX,1007614,232604,ONLINE,Unspecified,BRONX,40.80508926,-73.91560581,40.80508926,-73.91560581,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",10932,49,5,35,23,2021-03-19T00:51:42.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T04:51:47.000,NA,NA,NA,NA,NA,NA
58,50049526,2021-03-19T00:29:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,546 WEST  180 STREET,WEST  180 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,NEW YORK,WEST  180 STREET,In Progress,12 MANHATTAN,1021530043,MANHATTAN,1002706,248313,ONLINE,Unspecified,MANHATTAN,40.84821759,-73.933291,40.84821759,-73.933291,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13091,47,4,39,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,50049051,2021-03-19T00:28:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,62 AVENUE C,AVENUE C,EAST    4 STREET,EAST    5 STREET,EAST    4 STREET,EAST    5 STREET,NEW YORK,AVENUE C,In Progress,03 MANHATTAN,1003740005,MANHATTAN,989843,202593,ONLINE,Unspecified,MANHATTAN,40.72274593,-73.97982223,40.72274593,-73.97982223,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11729,70,4,50,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,50049519,2021-03-19T00:28:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11209,194 GELSTON AVENUE,GELSTON AVENUE,92 STREET,94 STREET,92 STREET,94 STREET,BROOKLYN,GELSTON AVENUE,Closed,10 BROOKLYN,3061090043,BROOKLYN,976193,163969,ONLINE,Unspecified,BROOKLYN,40.6167298,-74.02902094,40.6167298,-74.02902094,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17216,10,2,44,41,2021-03-19T00:52:42.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T04:52:45.000,NA,NA,NA,NA,NA,NA
61,50053788,2021-03-19T00:27:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,NA,11223,1800 OCEAN PARKWAY,OCEAN PARKWAY,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,BROOKLYN,OCEAN PARKWAY,Closed,15 BROOKLYN,3066810399,BROOKLYN,993460,159672,PHONE,Unspecified,BROOKLYN,40.60493429,-73.96683187,40.60493429,-73.96683187,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",18183,32,2,18,36,2021-03-19T00:45:19.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T04:45:22.000,NA,NA,NA,NA,NA,NA
62,50052693,2021-03-19T00:27:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,2910 ELY AVENUE,ELY AVENUE,ARNOW AVENUE,ADEE AVENUE,ARNOW AVENUE,ADEE AVENUE,BRONX,ELY AVENUE,In Progress,12 BRONX,2047960142,BRONX,1029639,256292,PHONE,Unspecified,BRONX,40.87002014,-73.83588812,40.87002014,-73.83588812,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11607,29,5,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,50046505,2021-03-19T00:27:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10023,311 WEST   71 STREET,WEST   71 STREET,WEST END AVENUE,RIVERSIDE BOULEVARD,WEST END AVENUE,RIVERSIDE BOULEVARD,NEW YORK,WEST   71 STREET,Closed,07 MANHATTAN,1011830026,MANHATTAN,988281,223208,MOBILE,Unspecified,MANHATTAN,40.77932974,-73.98544507,40.77932974,-73.98544507,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12420,20,4,19,12,2021-03-19T00:50:58.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-03-19T04:51:01.000,NA,NA,NA,NA,NA,NA
64,50046914,2021-03-19T00:26:30.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11249,125 NORTH    6 STREET,NORTH    6 STREET,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,BROOKLYN,NORTH    6 STREET,In Progress,01 BROOKLYN,3023270002,BROOKLYN,995561,200806,ONLINE,Unspecified,BROOKLYN,40.71783558,-73.9591965,40.71783558,-73.9591965,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17613,36,2,38,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,50052074,2021-03-19T00:26:19.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10040,11 DONGAN PLACE,DONGAN PLACE,BROADWAY,ARDEN STREET,BROADWAY,ARDEN STREET,NEW YORK,DONGAN PLACE,In Progress,12 MANHATTAN,1021750010,MANHATTAN,1003792,253827,MOBILE,Unspecified,MANHATTAN,40.86334953,-73.9293496,40.86334953,-73.9293496,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13098,47,4,39,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,50049017,2021-03-19T00:25:38.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10458,311 EAST  188 STREET,EAST  188 STREET,TIEBOUT AVENUE,ELM PLACE,TIEBOUT AVENUE,ELM PLACE,BRONX,EAST  188 STREET,In Progress,05 BRONX,2030230098,BRONX,1013273,252862,ONLINE,Unspecified,BRONX,40.86067482,-73.89507704,40.86067482,-73.89507704,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",10936,6,5,22,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,50050661,2021-03-19T00:25:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Sgnl Mult Lamps,NA,11203,NA,NA,NA,NA,SCHENECTADY AVENUE,AVENUE D,BROOKLYN,NA,Open,17 BROOKLYN,NA,BROOKLYN,1003048,173163,UNKNOWN,Unspecified,BROOKLYN,40.6419491,-73.93226489,40.6419491,-73.93226489,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",16866,61,2,26,40,NA,NA,NA,INTERSECTION,N/A,NA,NA,NA,NA
68,50050996,2021-03-19T00:24:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,92-18 92 STREET,92 STREET,92 AVENUE,93 AVENUE,92 AVENUE,93 AVENUE,WOODHAVEN,92 STREET,Closed,09 QUEENS,4089850027,QUEENS,1025567,190175,MOBILE,Unspecified,QUEENS,40.68856678,-73.8510177,40.68856678,-73.8510177,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",24017,46,3,41,60,2021-03-19T00:45:24.000,The Police Department responded to the complaint and determined that police action was not necessary.,2021-03-19T04:45:26.000,NA,NA,NA,NA,NA,NA
69,50049991,2021-03-19T00:24:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419,94-24 112 STREET,112 STREET,ATLANTIC AVENUE,95 AVENUE,ATLANTIC AVENUE,95 AVENUE,SOUTH RICHMOND HILL,112 STREET,Closed,09 QUEENS,4093970015,QUEENS,1030392,191368,ONLINE,Unspecified,QUEENS,40.69181744,-73.83361141,40.69181744,-73.83361141,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",24015,46,3,46,60,2021-03-19T00:37:29.000,The Police Department issued a summons in response to the complaint.,2021-03-19T04:37:34.000,NA,NA,NA,NA,NA,NA
70,50046256,2021-03-19T00:23:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10036,368 WEST   46 STREET,WEST   46 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,NEW YORK,WEST   46 STREET,Closed,04 MANHATTAN,1010360060,MANHATTAN,987094,216365,ONLINE,Unspecified,MANHATTAN,40.76054795,-73.98973393,40.76054795,-73.98973393,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13094,12,4,10,10,2021-03-19T00:50:28.000,The Police Department responded to the complaint and determined that police action was not necessary.,2021-03-19T04:50:34.000,NA,NA,NA,NA,NA,NA
71,50048310,2021-03-19T00:23:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,12 DONGAN PLACE,DONGAN PLACE,BROADWAY,ARDEN STREET,BROADWAY,ARDEN STREET,NEW YORK,DONGAN PLACE,In Progress,12 MANHATTAN,1021750015,MANHATTAN,1003793,253833,MOBILE,Unspecified,MANHATTAN,40.86336599,-73.92934596,40.86336599,-73.92934596,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13098,47,4,39,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,50053169,2021-03-19T00:23:27.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10004,25 BROAD STREET,BROAD STREET,EXCHANGE PLACE,BEAVER STREET,EXCHANGE PLACE,BEAVER STREET,NEW YORK,BROAD STREET,Closed,01 MANHATTAN,1000257502,MANHATTAN,981110,196488,ONLINE,Unspecified,MANHATTAN,40.70599037,-74.01132528,40.70599037,-74.01132528,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11726,56,4,32,1,2021-03-19T00:51:20.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T04:51:24.000,NA,NA,NA,NA,NA,NA
73,50047887,2021-03-19T00:23:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,160 WEST KINGSBRIDGE ROAD,WEST KINGSBRIDGE ROAD,SEDGWICK AVENUE,KINGSBRIDGE TERRACE,SEDGWICK AVENUE,KINGSBRIDGE TERRACE,BRONX,WEST KINGSBRIDGE ROAD,Closed,07 BRONX,2032370097,BRONX,1010711,256346,ONLINE,Unspecified,BRONX,40.87024538,-73.90432533,40.87024538,-73.90432533,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11272,24,5,29,34,2021-03-19T00:34:48.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-03-19T04:34:50.000,NA,NA,NA,NA,NA,NA
74,50050924,2021-03-19T00:22:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,614 EAST  168 STREET,EAST  168 STREET,FRANKLIN AVENUE,BOSTON ROAD,FRANKLIN AVENUE,BOSTON ROAD,BRONX,EAST  168 STREET,Closed,03 BRONX,2026140027,BRONX,1011048,241736,PHONE,Unspecified,BRONX,40.83014427,-73.90316524,40.83014427,-73.90316524,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",10934,34,5,42,25,2021-03-19T00:34:50.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T04:34:54.000,NA,NA,NA,NA,NA,NA
75,50047223,2021-03-19T00:22:14.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,10016,505 3 AVENUE,3 AVENUE,EAST   33 STREET,EAST   34 STREET,EAST   33 STREET,EAST   34 STREET,NEW YORK,3 AVENUE,In Progress,06 MANHATTAN,NA,MANHATTAN,990294,210928,ONLINE,Unspecified,MANHATTAN,40.74562316,-73.97818768,40.74562316,-73.97818768,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12078,71,4,50,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,50047009,2021-03-19T00:22:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,NA,10304,NA,NA,NA,NA,RICHMOND ROAD,CROMWELL AVENUE,STATEN ISLAND,NA,Open,02 STATEN ISLAND,NA,STATEN ISLAND,956247,155204,UNKNOWN,Unspecified,STATEN ISLAND,40.59263109,-74.10082911,40.59263109,-74.10082911,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",10691,30,1,14,76,NA,NA,NA,INTERSECTION,N/A,NA,NA,NA,NA
77,50050363,2021-03-19T00:21:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,3824 BRONX BOULEVARD,BRONX BOULEVARD,NA,EAST  222 STREET,NA,EAST  222 STREET,BRONX,BRONX BOULEVARD,In Progress,12 BRONX,2046530015,BRONX,1021241,261680,PHONE,Unspecified,BRONX,40.8848477,-73.86622276,40.8848477,-73.86622276,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11605,29,5,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,50053139,2021-03-19T00:21:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,1554 HOE AVENUE,HOE AVENUE,UNION GRV MISS BAPTIST CHURCH WY,EAST  173 STREET,UNION GRV MISS BAPTIST CHURCH WY,EAST  173 STREET,BRONX,HOE AVENUE,Closed,03 BRONX,2029890011,BRONX,1015240,243520,MOBILE,Unspecified,BRONX,40.83502712,-73.8880092,40.83502712,-73.8880092,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11269,34,5,43,25,2021-03-19T00:44:48.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T04:44:54.000,NA,NA,NA,NA,NA,NA
79,50053211,2021-03-19T00:21:39.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11216,16 ST ANDREWS PLACE,ST ANDREWS PLACE,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,BROOKLYN,ST ANDREWS PLACE,Closed,03 BROOKLYN,3018690022,BROOKLYN,1000019,186567,MOBILE,Unspecified,BROOKLYN,40.67874603,-73.94314798,40.67874603,-73.94314798,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17618,69,2,49,51,2021-03-19T00:24:15.000,The Police Department responded to the complaint and determined that police action was not necessary.,2021-03-19T04:24:19.000,NA,NA,NA,NA,NA,NA
80,50053744,2021-03-19T00:21:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,26 CLINTON STREET,CLINTON STREET,AVENUE B,STANTON STREET,AVENUE B,STANTON STREET,NEW YORK,CLINTON STREET,Closed,03 MANHATTAN,1003500041,MANHATTAN,988597,201780,ONLINE,Unspecified,MANHATTAN,40.72051514,-73.98431793,40.72051514,-73.98431793,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11723,70,4,50,4,2021-03-19T00:52:42.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-03-19T04:52:45.000,NA,NA,NA,NA,NA,NA
81,50049360,2021-03-19T00:21:19.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10010,305 EAST   24 STREET,EAST   24 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,NEW YORK,EAST   24 STREET,Closed,06 MANHATTAN,1009300001,MANHATTAN,989794,208290,ONLINE,Unspecified,MANHATTAN,40.73838283,-73.97999431,40.73838283,-73.97999431,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12073,71,4,50,7,2021-03-19T00:54:57.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T04:55:05.000,NA,NA,NA,NA,NA,NA
82,50051470,2021-03-19T00:21:07.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10465,2989 MILES AVENUE,MILES AVENUE,HOLLYWOOD AVENUE,THROGS NECK EXPRESSWAY,HOLLYWOOD AVENUE,THROGS NECK EXPRESSWAY,BRONX,MILES AVENUE,In Progress,10 BRONX,NA,BRONX,1035544,238018,MOBILE,Unspecified,BRONX,40.81983114,-73.8146774,40.81983114,-73.8146774,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11274,43,5,12,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
